# Farfield Pattern Export
# Frequency [Hz]: 3.000000e+09
# N elements: 32
# Directivity [dBi]: 9.24
# Theta points: 401, Phi points: 401
Theta [deg.]; Phi [deg.]; Abs(Dir.)[dB]; Abs(F); Phase(F)[deg.]
-61.2000; -179.1000; -1.0841; 0.882661; 180.0000
-60.7500; -179.1000; -0.9569; 0.895680; 180.0000
-60.3000; -179.1000; -0.8378; 0.908053; 180.0000
-59.8500; -179.1000; -0.7266; 0.919753; -180.0000
-59.4000; -179.1000; -0.6233; 0.930752; 180.0000
-58.9500; -179.1000; -0.5280; 0.941022; 180.0000
-58.5000; -179.1000; -0.4406; 0.950539; 180.0000
-58.0500; -179.1000; -0.3611; 0.959277; -180.0000
-57.6000; -179.1000; -0.2896; 0.967212; 180.0000
-57.1500; -179.1000; -0.2260; 0.974321; -180.0000
-56.7000; -179.1000; -0.1703; 0.980583; 180.0000
-56.2500; -179.1000; -0.1227; 0.985976; 180.0000
-55.8000; -179.1000; -0.0831; 0.990482; 180.0000
-55.3500; -179.1000; -0.0515; 0.994083; 180.0000
-54.9000; -179.1000; -0.0282; 0.996762; 180.0000
-54.4500; -179.1000; -0.0130; 0.998504; 180.0000
-54.0000; -179.1000; -0.0061; 0.999296; 180.0000
-53.5500; -179.1000; -0.0076; 0.999126; 180.0000
-53.1000; -179.1000; -0.0175; 0.997985; 180.0000
-52.6500; -179.1000; -0.0360; 0.995863; -180.0000
-52.2000; -179.1000; -0.0632; 0.992755; -180.0000
-51.7500; -179.1000; -0.0991; 0.988655; 180.0000
-51.3000; -179.1000; -0.1440; 0.983561; -180.0000
-50.8500; -179.1000; -0.1979; 0.977471; 180.0000
-50.4000; -179.1000; -0.2611; 0.970387; 180.0000
-49.9500; -179.1000; -0.3337; 0.962312; 180.0000
-49.5000; -179.1000; -0.4159; 0.953251; -180.0000
-49.0500; -179.1000; -0.5078; 0.943211; 180.0000
-48.6000; -179.1000; -0.6098; 0.932201; 180.0000
-48.1500; -179.1000; -0.7221; 0.920232; 180.0000
-47.7000; -179.1000; -0.8448; 0.907317; 180.0000
-47.2500; -179.1000; -0.9784; 0.893473; -180.0000
-46.8000; -179.1000; -1.1230; 0.878716; -180.0000
-46.3500; -179.1000; -1.2791; 0.863067; 180.0000
-45.9000; -179.1000; -1.4470; 0.846545; 180.0000
-45.4500; -179.1000; -1.6271; 0.829177; -180.0000
-45.0000; -179.1000; -1.8197; 0.810986; 180.0000
-44.5500; -179.1000; -2.0255; 0.792000; 180.0000
-44.1000; -179.1000; -2.2448; 0.772250; 180.0000
-43.6500; -179.1000; -2.4783; 0.751766; -180.0000
-43.2000; -179.1000; -2.7266; 0.730582; 180.0000
-42.7500; -179.1000; -2.9903; 0.708733; 180.0000
-42.3000; -179.1000; -3.2703; 0.686255; -180.0000
-41.8500; -179.1000; -3.5673; 0.663188; 180.0000
-41.4000; -179.1000; -3.8822; 0.639571; 180.0000
-40.9500; -179.1000; -4.2162; 0.615445; 180.0000
-40.5000; -179.1000; -4.5704; 0.590853; -180.0000
-40.0500; -179.1000; -4.9461; 0.565840; -180.0000
-39.6000; -179.1000; -5.3449; 0.540451; 180.0000
-39.1500; -179.1000; -5.7684; 0.514731; 180.0000
-38.7000; -179.1000; -6.2186; 0.488730; 180.0000
-38.2500; -179.1000; -6.6979; 0.462494; 180.0000
-37.8000; -179.1000; -7.2088; 0.436074; -180.0000
-37.3500; -179.1000; -7.7546; 0.409517; -180.0000
-36.9000; -179.1000; -8.3388; 0.382876; 180.0000
-36.4500; -179.1000; -8.9661; 0.356199; -180.0000
-36.0000; -179.1000; -9.6419; 0.329538; -180.0000
-35.5500; -179.1000; -10.3727; 0.302944; 180.0000
-35.1000; -179.1000; -11.1671; 0.276467; 180.0000
-34.6500; -179.1000; -12.0357; 0.250158; 180.0000
-34.2000; -179.1000; -12.9924; 0.224067; -180.0000
-33.7500; -179.1000; -14.0560; 0.198244; -180.0000
-33.3000; -179.1000; -15.2523; 0.172737; -180.0000
-32.8500; -179.1000; -16.6185; 0.147596; 180.0000
-32.4000; -179.1000; -18.2113; 0.122867; 180.0000
-31.9500; -179.1000; -20.1227; 0.098597; 180.0000
-31.5000; -179.1000; -22.5183; 0.074832; -180.0000
-31.0500; -179.1000; -25.7446; 0.051614; 180.0000
-30.6000; -179.1000; -30.7560; 0.028987; 180.0000
-30.1500; -179.1000; -43.1098; 0.006991; -180.0000
-29.7000; -179.1000; -36.8717; 0.014336; 0.0000
-29.2500; -179.1000; -29.1300; 0.034954; 0.0000
-28.8000; -179.1000; -25.2196; 0.054830; 0.0000
-28.3500; -179.1000; -22.6235; 0.073931; 0.0000
-27.9000; -179.1000; -20.7031; 0.092224; 0.0000
-27.4500; -179.1000; -19.1972; 0.109683; 0.0000
-27.0000; -179.1000; -17.9733; 0.126280; -0.0000
-26.5500; -179.1000; -16.9548; 0.141991; -0.0000
-26.1000; -179.1000; -16.0933; 0.156796; 0.0000
-25.6500; -179.1000; -15.3565; 0.170676; 0.0000
-25.2000; -179.1000; -14.7218; 0.183615; -0.0000
-24.7500; -179.1000; -14.1726; 0.195600; 0.0000
-24.3000; -179.1000; -13.6965; 0.206620; -0.0000
-23.8500; -179.1000; -13.2841; 0.216669; 0.0000
-23.4000; -179.1000; -12.9278; 0.225742; 0.0000
-22.9500; -179.1000; -12.6218; 0.233836; -0.0000
-22.5000; -179.1000; -12.3613; 0.240954; 0.0000
-22.0500; -179.1000; -12.1426; 0.247099; 0.0000
-21.6000; -179.1000; -11.9624; 0.252279; -0.0000
-21.1500; -179.1000; -11.8182; 0.256503; 0.0000
-20.7000; -179.1000; -11.7078; 0.259784; -0.0000
-20.2500; -179.1000; -11.6294; 0.262138; -0.0000
-19.8000; -179.1000; -11.5817; 0.263583; -0.0000
-19.3500; -179.1000; -11.5633; 0.264140; 0.0000
-18.9000; -179.1000; -11.5734; 0.263833; 0.0000
-18.4500; -179.1000; -11.6112; 0.262688; -0.0000
-18.0000; -179.1000; -11.6760; 0.260734; 0.0000
-17.5500; -179.1000; -11.7675; 0.258002; -0.0000
-17.1000; -179.1000; -11.8854; 0.254525; -0.0000
-16.6500; -179.1000; -12.0295; 0.250338; 0.0000
-16.2000; -179.1000; -12.1997; 0.245479; 0.0000
-15.7500; -179.1000; -12.3962; 0.239988; 0.0000
-15.3000; -179.1000; -12.6192; 0.233905; 0.0000
-14.8500; -179.1000; -12.8691; 0.227273; -0.0000
-14.4000; -179.1000; -13.1462; 0.220136; 0.0000
-13.9500; -179.1000; -13.4512; 0.212539; 0.0000
-13.5000; -179.1000; -13.7849; 0.204530; 0.0000
-13.0500; -179.1000; -14.1480; 0.196155; 0.0000
-12.6000; -179.1000; -14.5417; 0.187462; -0.0000
-12.1500; -179.1000; -14.9672; 0.178501; 0.0000
-11.7000; -179.1000; -15.4258; 0.169321; -0.0000
-11.2500; -179.1000; -15.9191; 0.159972; -0.0000
-10.8000; -179.1000; -16.4492; 0.150502; 0.0000
-10.3500; -179.1000; -17.0180; 0.140961; -0.0000
-9.9000; -179.1000; -17.6281; 0.131399; 0.0000
-9.4500; -179.1000; -18.2824; 0.121865; 0.0000
-9.0000; -179.1000; -18.9843; 0.112405; -0.0000
-8.5500; -179.1000; -19.7376; 0.103068; 0.0000
-8.1000; -179.1000; -20.5468; 0.093899; 0.0000
-7.6500; -179.1000; -21.4174; 0.084943; 0.0000
-7.2000; -179.1000; -22.3558; 0.076244; 0.0000
-6.7500; -179.1000; -23.3697; 0.067845; 0.0000
-6.3000; -179.1000; -24.4682; 0.059784; -0.0000
-5.8500; -179.1000; -25.6629; 0.052102; 0.0000
-5.4000; -179.1000; -26.9679; 0.044834; 0.0000
-4.9500; -179.1000; -28.4010; 0.038015; 0.0000
-4.5000; -179.1000; -29.9853; 0.031676; -0.0000
-4.0500; -179.1000; -31.7512; 0.025849; 0.0000
-3.6000; -179.1000; -33.7398; 0.020559; 0.0000
-3.1500; -179.1000; -36.0088; 0.015833; 0.0000
-2.7000; -179.1000; -38.6429; 0.011691; 0.0000
-2.2500; -179.1000; -41.7732; 0.008153; 0.0000
-1.8000; -179.1000; -45.6193; 0.005236; 0.0000
-1.3500; -179.1000; -50.5934; 0.002953; 0.0000
-0.9000; -179.1000; -57.6203; 0.001315; 0.0000
-0.4500; -179.1000; -69.6514; 0.000329; 0.0000
0.0000; -179.1000; -200.0000; 0.000000; 0.0000
0.4500; -179.1000; -69.6514; 0.000329; 0.0000
0.9000; -179.1000; -57.6203; 0.001315; 0.0000
1.3500; -179.1000; -50.5934; 0.002953; 0.0000
1.8000; -179.1000; -45.6193; 0.005236; 0.0000
2.2500; -179.1000; -41.7732; 0.008153; 0.0000
2.7000; -179.1000; -38.6429; 0.011691; 0.0000
3.1500; -179.1000; -36.0088; 0.015833; 0.0000
3.6000; -179.1000; -33.7398; 0.020559; 0.0000
4.0500; -179.1000; -31.7512; 0.025849; 0.0000
4.5000; -179.1000; -29.9853; 0.031676; 0.0000
4.9500; -179.1000; -28.4010; 0.038015; 0.0000
5.4000; -179.1000; -26.9679; 0.044834; 0.0000
5.8500; -179.1000; -25.6629; 0.052102; 0.0000
6.3000; -179.1000; -24.4682; 0.059784; 0.0000
6.7500; -179.1000; -23.3697; 0.067845; 0.0000
7.2000; -179.1000; -22.3558; 0.076244; 0.0000
7.6500; -179.1000; -21.4174; 0.084943; 0.0000
8.1000; -179.1000; -20.5468; 0.093899; 0.0000
8.5500; -179.1000; -19.7376; 0.103068; 0.0000
9.0000; -179.1000; -18.9843; 0.112405; 0.0000
9.4500; -179.1000; -18.2824; 0.121865; 0.0000
9.9000; -179.1000; -17.6281; 0.131399; 0.0000
10.3500; -179.1000; -17.0180; 0.140961; 0.0000
10.8000; -179.1000; -16.4492; 0.150502; 0.0000
11.2500; -179.1000; -15.9191; 0.159972; 0.0000
11.7000; -179.1000; -15.4258; 0.169321; 0.0000
12.1500; -179.1000; -14.9672; 0.178501; 0.0000
12.6000; -179.1000; -14.5417; 0.187462; 0.0000
13.0500; -179.1000; -14.1480; 0.196155; 0.0000
13.5000; -179.1000; -13.7849; 0.204530; 0.0000
13.9500; -179.1000; -13.4512; 0.212539; 0.0000
14.4000; -179.1000; -13.1462; 0.220136; 0.0000
14.8500; -179.1000; -12.8691; 0.227273; 0.0000
15.3000; -179.1000; -12.6192; 0.233905; -0.0000
15.7500; -179.1000; -12.3962; 0.239988; 0.0000
16.2000; -179.1000; -12.1997; 0.245479; -0.0000
16.6500; -179.1000; -12.0295; 0.250338; -0.0000
17.1000; -179.1000; -11.8854; 0.254525; 0.0000
17.5500; -179.1000; -11.7675; 0.258002; -0.0000
18.0000; -179.1000; -11.6760; 0.260734; 0.0000
18.4500; -179.1000; -11.6112; 0.262688; -0.0000
18.9000; -179.1000; -11.5734; 0.263833; 0.0000
19.3500; -179.1000; -11.5633; 0.264140; -0.0000
19.8000; -179.1000; -11.5817; 0.263583; 0.0000
20.2500; -179.1000; -11.6294; 0.262138; -0.0000
20.7000; -179.1000; -11.7078; 0.259784; 0.0000
21.1500; -179.1000; -11.8182; 0.256503; 0.0000
21.6000; -179.1000; -11.9624; 0.252279; 0.0000
22.0500; -179.1000; -12.1426; 0.247099; -0.0000
22.5000; -179.1000; -12.3613; 0.240954; 0.0000
22.9500; -179.1000; -12.6218; 0.233836; 0.0000
23.4000; -179.1000; -12.9278; 0.225742; 0.0000
23.8500; -179.1000; -13.2841; 0.216669; -0.0000
24.3000; -179.1000; -13.6965; 0.206620; 0.0000
24.7500; -179.1000; -14.1726; 0.195600; -0.0000
25.2000; -179.1000; -14.7218; 0.183615; 0.0000
25.6500; -179.1000; -15.3565; 0.170676; -0.0000
26.1000; -179.1000; -16.0933; 0.156796; 0.0000
26.5500; -179.1000; -16.9548; 0.141991; -0.0000
27.0000; -179.1000; -17.9733; 0.126280; -0.0000
27.4500; -179.1000; -19.1972; 0.109683; -0.0000
27.9000; -179.1000; -20.7031; 0.092224; 0.0000
28.3500; -179.1000; -22.6235; 0.073931; -0.0000
28.8000; -179.1000; -25.2196; 0.054830; -0.0000
29.2500; -179.1000; -29.1300; 0.034954; 0.0000
29.7000; -179.1000; -36.8717; 0.014336; 0.0000
30.1500; -179.1000; -43.1098; 0.006991; 180.0000
30.6000; -179.1000; -30.7560; 0.028987; -180.0000
31.0500; -179.1000; -25.7446; 0.051614; 180.0000
31.5000; -179.1000; -22.5183; 0.074832; 180.0000
31.9500; -179.1000; -20.1227; 0.098597; 180.0000
32.4000; -179.1000; -18.2113; 0.122867; -180.0000
32.8500; -179.1000; -16.6185; 0.147596; 180.0000
33.3000; -179.1000; -15.2523; 0.172737; -180.0000
33.7500; -179.1000; -14.0560; 0.198244; -180.0000
34.2000; -179.1000; -12.9924; 0.224067; 180.0000
34.6500; -179.1000; -12.0357; 0.250158; 180.0000
35.1000; -179.1000; -11.1671; 0.276467; 180.0000
35.5500; -179.1000; -10.3727; 0.302944; -180.0000
36.0000; -179.1000; -9.6419; 0.329538; 180.0000
36.4500; -179.1000; -8.9661; 0.356199; 180.0000
36.9000; -179.1000; -8.3388; 0.382876; -180.0000
37.3500; -179.1000; -7.7546; 0.409517; -180.0000
37.8000; -179.1000; -7.2088; 0.436074; 180.0000
38.2500; -179.1000; -6.6979; 0.462494; 180.0000
38.7000; -179.1000; -6.2186; 0.488730; 180.0000
39.1500; -179.1000; -5.7684; 0.514731; 180.0000
39.6000; -179.1000; -5.3449; 0.540451; 180.0000
40.0500; -179.1000; -4.9461; 0.565840; 180.0000
40.5000; -179.1000; -4.5704; 0.590853; 180.0000
40.9500; -179.1000; -4.2162; 0.615445; 180.0000
41.4000; -179.1000; -3.8822; 0.639571; -180.0000
41.8500; -179.1000; -3.5673; 0.663188; 180.0000
42.3000; -179.1000; -3.2703; 0.686255; -180.0000
42.7500; -179.1000; -2.9903; 0.708733; -180.0000
43.2000; -179.1000; -2.7266; 0.730582; -180.0000
43.6500; -179.1000; -2.4783; 0.751766; 180.0000
44.1000; -179.1000; -2.2448; 0.772250; 180.0000
44.5500; -179.1000; -2.0255; 0.792000; -180.0000
45.0000; -179.1000; -1.8197; 0.810986; 180.0000
45.4500; -179.1000; -1.6271; 0.829177; 180.0000
45.9000; -179.1000; -1.4470; 0.846545; -180.0000
46.3500; -179.1000; -1.2791; 0.863067; -180.0000
46.8000; -179.1000; -1.1230; 0.878716; -180.0000
47.2500; -179.1000; -0.9784; 0.893473; -180.0000
47.7000; -179.1000; -0.8448; 0.907317; 180.0000
48.1500; -179.1000; -0.7221; 0.920232; 180.0000
48.6000; -179.1000; -0.6098; 0.932201; 180.0000
49.0500; -179.1000; -0.5078; 0.943211; -180.0000
49.5000; -179.1000; -0.4159; 0.953251; 180.0000
49.9500; -179.1000; -0.3337; 0.962312; -180.0000
50.4000; -179.1000; -0.2611; 0.970387; -180.0000
50.8500; -179.1000; -0.1979; 0.977471; -180.0000
51.3000; -179.1000; -0.1440; 0.983561; 180.0000
51.7500; -179.1000; -0.0991; 0.988655; -180.0000
52.2000; -179.1000; -0.0632; 0.992755; -180.0000
52.6500; -179.1000; -0.0360; 0.995863; -180.0000
53.1000; -179.1000; -0.0175; 0.997985; 180.0000
53.5500; -179.1000; -0.0076; 0.999126; -180.0000
54.0000; -179.1000; -0.0061; 0.999296; 180.0000
54.4500; -179.1000; -0.0130; 0.998504; 180.0000
54.9000; -179.1000; -0.0282; 0.996762; -180.0000
55.3500; -179.1000; -0.0515; 0.994083; -180.0000
55.8000; -179.1000; -0.0831; 0.990482; -180.0000
56.2500; -179.1000; -0.1227; 0.985976; 180.0000
56.7000; -179.1000; -0.1703; 0.980583; -180.0000
57.1500; -179.1000; -0.2260; 0.974321; -180.0000
57.6000; -179.1000; -0.2896; 0.967212; 180.0000
58.0500; -179.1000; -0.3611; 0.959277; -180.0000
58.5000; -179.1000; -0.4406; 0.950539; 180.0000
58.9500; -179.1000; -0.5280; 0.941022; -180.0000
59.4000; -179.1000; -0.6233; 0.930752; -180.0000
59.8500; -179.1000; -0.7266; 0.919753; -180.0000
60.3000; -179.1000; -0.8378; 0.908053; -180.0000
60.7500; -179.1000; -0.9569; 0.895680; 180.0000
61.2000; -179.1000; -1.0841; 0.882661; -180.0000
61.6500; -179.1000; -1.2193; 0.869027; -180.0000
62.1000; -179.1000; -1.3626; 0.854806; 180.0000
62.5500; -179.1000; -1.5141; 0.840029; 180.0000
63.0000; -179.1000; -1.6738; 0.824726; 180.0000
63.4500; -179.1000; -1.8418; 0.808928; -180.0000
63.9000; -179.1000; -2.0182; 0.792667; 180.0000
64.3500; -179.1000; -2.2031; 0.775974; -180.0000
64.8000; -179.1000; -2.3965; 0.758881; 180.0000
65.2500; -179.1000; -2.5987; 0.741419; 180.0000
65.7000; -179.1000; -2.8098; 0.723622; 180.0000
66.1500; -179.1000; -3.0298; 0.705519; -180.0000
66.6000; -179.1000; -3.2590; 0.687144; -180.0000
67.0500; -179.1000; -3.4976; 0.668529; 180.0000
67.5000; -179.1000; -3.7457; 0.649704; 180.0000
67.9500; -179.1000; -4.0035; 0.630702; -180.0000
68.4000; -179.1000; -4.2713; 0.611554; 180.0000
68.8500; -179.1000; -4.5493; 0.592290; 180.0000
69.3000; -179.1000; -4.8378; 0.572941; -180.0000
69.7500; -179.1000; -5.1370; 0.553538; -180.0000
70.2000; -179.1000; -5.4474; 0.534111; -180.0000
70.6500; -179.1000; -5.7691; 0.514688; -180.0000
71.1000; -179.1000; -6.1027; 0.495299; 180.0000
71.5500; -179.1000; -6.4484; 0.475972; -180.0000
72.0000; -179.1000; -6.8067; 0.456735; -180.0000
72.4500; -179.1000; -7.1781; 0.437616; 180.0000
72.9000; -179.1000; -7.5632; 0.418642; 180.0000
73.3500; -179.1000; -7.9623; 0.399838; 180.0000
73.8000; -179.1000; -8.3763; 0.381230; 180.0000
74.2500; -179.1000; -8.8056; 0.362843; 180.0000
74.7000; -179.1000; -9.2511; 0.344702; -180.0000
75.1500; -179.1000; -9.7136; 0.326829; -180.0000
75.6000; -179.1000; -10.1938; 0.309249; 180.0000
76.0500; -179.1000; -10.6928; 0.291983; -180.0000
76.5000; -179.1000; -11.2117; 0.275053; -180.0000
76.9500; -179.1000; -11.7515; 0.258480; 180.0000
77.4000; -179.1000; -12.3135; 0.242283; -180.0000
77.8500; -179.1000; -12.8993; 0.226483; -180.0000
78.3000; -179.1000; -13.5103; 0.211099; 180.0000
78.7500; -179.1000; -14.1484; 0.196147; -180.0000
79.2000; -179.1000; -14.8155; 0.181646; 180.0000
79.6500; -179.1000; -15.5139; 0.167612; -180.0000
80.1000; -179.1000; -16.2462; 0.154060; -180.0000
80.5500; -179.1000; -17.0152; 0.141007; 180.0000
81.0000; -179.1000; -17.8242; 0.128466; -180.0000
81.4500; -179.1000; -18.6771; 0.116452; 180.0000
81.9000; -179.1000; -19.5782; 0.104976; 180.0000
82.3500; -179.1000; -20.5326; 0.094052; 180.0000
82.8000; -179.1000; -21.5464; 0.083692; 180.0000
83.2500; -179.1000; -22.6266; 0.073905; -180.0000
83.7000; -179.1000; -23.7816; 0.064702; 180.0000
84.1500; -179.1000; -25.0218; 0.056093; 180.0000
84.6000; -179.1000; -26.3595; 0.048087; 180.0000
85.0500; -179.1000; -27.8100; 0.040691; 180.0000
85.5000; -179.1000; -29.3925; 0.033914; 180.0000
85.9500; -179.1000; -31.1312; 0.027761; 180.0000
86.4000; -179.1000; -33.0573; 0.022240; 180.0000
86.8500; -179.1000; -35.2113; 0.017355; 180.0000
87.3000; -179.1000; -37.6464; 0.013112; -180.0000
87.7500; -179.1000; -40.4318; 0.009515; -180.0000
88.2000; -179.1000; -43.6528; 0.006567; -180.0000
88.6500; -179.1000; -47.3895; 0.004271; -180.0000
89.1000; -179.1000; -51.6029; 0.002629; 180.0000
89.5500; -179.1000; -55.6829; 0.001644; 180.0000
90.0000; -179.1000; -57.6203; 0.001315; 180.0000
-90.0000; -178.2000; -45.6194; 0.005236; -180.0000
-89.5500; -178.2000; -45.0937; 0.005563; -180.0000
-89.1000; -178.2000; -43.6845; 0.006543; 180.0000
-88.6500; -178.2000; -41.7503; 0.008175; -180.0000
-88.2000; -178.2000; -39.6115; 0.010457; 180.0000
-87.7500; -178.2000; -37.4654; 0.013388; -180.0000
-87.3000; -178.2000; -35.4091; 0.016965; 180.0000
-86.8500; -178.2000; -33.4802; 0.021183; 180.0000
-86.4000; -178.2000; -31.6875; 0.026039; 180.0000
-85.9500; -178.2000; -30.0260; 0.031528; 180.0000
-85.5000; -178.2000; -28.4859; 0.037645; -180.0000
-85.0500; -178.2000; -27.0557; 0.044383; 180.0000
-84.6000; -178.2000; -25.7243; 0.051735; -180.0000
-84.1500; -178.2000; -24.4812; 0.059695; -180.0000
-83.7000; -178.2000; -23.3174; 0.068254; -180.0000
-83.2500; -178.2000; -22.2248; 0.077403; -180.0000
-82.8000; -178.2000; -21.1963; 0.087133; -180.0000
-82.3500; -178.2000; -20.2258; 0.097434; 180.0000
-81.9000; -178.2000; -19.3079; 0.108294; 180.0000
-81.4500; -178.2000; -18.4379; 0.119703; 180.0000
-81.0000; -178.2000; -17.6117; 0.131648; 180.0000
-80.5500; -178.2000; -16.8258; 0.144116; -180.0000
-80.1000; -178.2000; -16.0768; 0.157094; 180.0000
-79.6500; -178.2000; -15.3621; 0.170567; 180.0000
-79.2000; -178.2000; -14.6792; 0.184520; 180.0000
-78.7500; -178.2000; -14.0257; 0.198937; -180.0000
-78.3000; -178.2000; -13.3998; 0.213802; -180.0000
-77.8500; -178.2000; -12.7996; 0.229098; -180.0000
-77.4000; -178.2000; -12.2235; 0.244807; -180.0000
-76.9500; -178.2000; -11.6702; 0.260910; -180.0000
-76.5000; -178.2000; -11.1382; 0.277388; 180.0000
-76.0500; -178.2000; -10.6265; 0.294221; 180.0000
-75.6000; -178.2000; -10.1340; 0.311387; -180.0000
-75.1500; -178.2000; -9.6596; 0.328867; 180.0000
-74.7000; -178.2000; -9.2025; 0.346636; 180.0000
-74.2500; -178.2000; -8.7619; 0.364674; 180.0000
-73.8000; -178.2000; -8.3370; 0.382955; 180.0000
-73.3500; -178.2000; -7.9272; 0.401456; 180.0000
-72.9000; -178.2000; -7.5319; 0.420153; 180.0000
-72.4500; -178.2000; -7.1503; 0.439019; -180.0000
-72.0000; -178.2000; -6.7822; 0.458028; -180.0000
-71.5500; -178.2000; -6.4268; 0.477155; -180.0000
-71.1000; -178.2000; -6.0839; 0.496371; 180.0000
-70.6500; -178.2000; -5.7529; 0.515649; -180.0000
-70.2000; -178.2000; -5.4336; 0.534961; -180.0000
-69.7500; -178.2000; -5.1255; 0.554277; -180.0000
-69.3000; -178.2000; -4.8283; 0.573569; 180.0000
-68.8500; -178.2000; -4.5417; 0.592807; 180.0000
-68.4000; -178.2000; -4.2655; 0.611961; -180.0000
-67.9500; -178.2000; -3.9994; 0.630999; 180.0000
-67.5000; -178.2000; -3.7432; 0.649892; 180.0000
-67.0500; -178.2000; -3.4966; 0.668608; -180.0000
-66.6000; -178.2000; -3.2594; 0.687117; 180.0000
-66.1500; -178.2000; -3.0315; 0.705385; 180.0000
-65.7000; -178.2000; -2.8126; 0.723383; 180.0000
-65.2500; -178.2000; -2.6027; 0.741077; 180.0000
-64.8000; -178.2000; -2.4016; 0.758437; -180.0000
-64.3500; -178.2000; -2.2092; 0.775430; -180.0000
-63.9000; -178.2000; -2.0252; 0.792024; 180.0000
-63.4500; -178.2000; -1.8497; 0.808189; -180.0000
-63.0000; -178.2000; -1.6826; 0.823893; -180.0000
-62.5500; -178.2000; -1.5237; 0.839104; -180.0000
-62.1000; -178.2000; -1.3730; 0.853791; 180.0000
-61.6500; -178.2000; -1.2304; 0.867925; -180.0000
-61.2000; -178.2000; -1.0958; 0.881475; -180.0000
-60.7500; -178.2000; -0.9692; 0.894412; 180.0000
-60.3000; -178.2000; -0.8507; 0.906706; 180.0000
-59.8500; -178.2000; -0.7400; 0.918330; 180.0000
-59.4000; -178.2000; -0.6373; 0.929256; 180.0000
-58.9500; -178.2000; -0.5425; 0.939457; -180.0000
-58.5000; -178.2000; -0.4555; 0.948907; 180.0000
-58.0500; -178.2000; -0.3765; 0.957581; 180.0000
-57.6000; -178.2000; -0.3054; 0.965456; 180.0000
-57.1500; -178.2000; -0.2421; 0.972508; -180.0000
-56.7000; -178.2000; -0.1869; 0.978716; 180.0000
-56.2500; -178.2000; -0.1396; 0.984060; -180.0000
-55.8000; -178.2000; -0.1003; 0.988519; -180.0000
-55.3500; -178.2000; -0.0691; 0.992077; 180.0000
-54.9000; -178.2000; -0.0460; 0.994716; -180.0000
-54.4500; -178.2000; -0.0311; 0.996423; 180.0000
-54.0000; -178.2000; -0.0245; 0.997183; -180.0000
-53.5500; -178.2000; -0.0262; 0.996985; -180.0000
-53.1000; -178.2000; -0.0364; 0.995818; -180.0000
-52.6500; -178.2000; -0.0551; 0.993675; 180.0000
-52.2000; -178.2000; -0.0825; 0.990549; -180.0000
-51.7500; -178.2000; -0.1186; 0.986434; -180.0000
-51.3000; -178.2000; -0.1637; 0.981329; -180.0000
-50.8500; -178.2000; -0.2178; 0.975232; 180.0000
-50.4000; -178.2000; -0.2812; 0.968144; -180.0000
-49.9500; -178.2000; -0.3540; 0.960069; 180.0000
-49.5000; -178.2000; -0.4363; 0.951010; -180.0000
-49.0500; -178.2000; -0.5284; 0.940975; 180.0000
-48.6000; -178.2000; -0.6306; 0.929974; 180.0000
-48.1500; -178.2000; -0.7430; 0.918017; 180.0000
-47.7000; -178.2000; -0.8659; 0.905118; 180.0000
-47.2500; -178.2000; -0.9996; 0.891291; -180.0000
-46.8000; -178.2000; -1.1444; 0.876555; 180.0000
-46.3500; -178.2000; -1.3007; 0.860928; 180.0000
-45.9000; -178.2000; -1.4687; 0.844433; 180.0000
-45.4500; -178.2000; -1.6489; 0.827092; 180.0000
-45.0000; -178.2000; -1.8418; 0.808931; 180.0000
-44.5500; -178.2000; -2.0477; 0.789978; -180.0000
-44.1000; -178.2000; -2.2672; 0.770262; -180.0000
-43.6500; -178.2000; -2.5009; 0.749815; 180.0000
-43.2000; -178.2000; -2.7494; 0.728669; 180.0000
-42.7500; -178.2000; -3.0133; 0.706860; 180.0000
-42.3000; -178.2000; -3.2935; 0.684424; 180.0000
-41.8500; -178.2000; -3.5907; 0.661399; -180.0000
-41.4000; -178.2000; -3.9060; 0.637826; 180.0000
-40.9500; -178.2000; -4.2402; 0.613745; 180.0000
-40.5000; -178.2000; -4.5948; 0.589199; 180.0000
-40.0500; -178.2000; -4.9708; 0.564233; 180.0000
-39.6000; -178.2000; -5.3700; 0.538892; 180.0000
-39.1500; -178.2000; -5.7939; 0.513221; 180.0000
-38.7000; -178.2000; -6.2446; 0.487268; -180.0000
-38.2500; -178.2000; -6.7244; 0.461082; -180.0000
-37.8000; -178.2000; -7.2360; 0.434710; -180.0000
-37.3500; -178.2000; -7.7825; 0.408203; 180.0000
-36.9000; -178.2000; -8.3676; 0.381611; 180.0000
